Date,Article Title,Opperative,City/Town,State/Provence,Country,Reference,WB?,Affected,Duration,Infrastructure,Holiday,Fire / Death / Notes,Species,Alt URL
2018-06-25,Area outage in Wilmington Squirrel got into the transformer,Squirrel,Reading,MA,United States,https://twitter.com/readinglight/status/1011247915074048001,Y,-,10,,,,,
2018-06-25,SQUIRREL CAUSES SUNDAY POWER OUTAGE,Squirrel,Hibbing,MH,United States,http://www.hibbingmn.com/news/local/squirrel-causes-sunday-power-outage/article_db33d39e-78b7-11e8-8c0b-17fc17147484.html,Y,-,-,,,,,
2018-06-24,We're hoping to have power restored by 1:30; an animal has damaged some of our equipment. This was the case on the 6/3/18 outage as well.,Animal,Boston,MA,United States,https://twitter.com/EversourceMA/status/1010884750591037440,Y,-,180,,,,,
2018-06-23,Power has been restored in the North Hwy/Thibeault Terrace area.  The cause was likely animal contact. Power was restored at 8:30 am..,Animal,,BC,Canada,https://twitter.com/NBHydro/status/1010500797438808064,Y,-,-,,,,,
2018-06-23,The outage was caused by a squirrel making contact with electrical equipment,Squirrel,Huntsville,AL,United States,https://twitter.com/HSVUtilities/status/1010508314814410753,Y,-,-,,,,,
2018-06-23,Squirrel causes power outage in Sturgeon Bay,Squirrel,Sturgeon Bay,WI,United States,http://www.doorcountydailynews.com/2018/06/23/79087/,Y,1000,-,,,,,
2018-06-23,Napier homes lose power after bird hits overhead lines,Bird,Napier,,New Zealand,https://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=12077029,Y,900,45,,,,,
2018-06-21,All power in #Kissimmee was restored at 1:40 p.m. Outage cause: squirrel. The squirrel did not survive,Squirrel,Kissimmee,FL,United States,https://twitter.com/KUAdirect/status/1009856339785474049,Y,-,60,,,,,
2018-06-21,The outage has been restored. Another squirrel having a very bad day.,Squirrel,Linden,IN,United States,https://twitter.com/tipmontremc/status/1009780163834413057,Y,-,-,,,,,
2018-06-21,Both were caused by squirrel contacts on Old Hanlon Rd,Squirrel,Guelph,ON,Canada,https://twitter.com/GuelphHydro/status/1009904996102627328,Y,,,,,,,
2018-06-20,We are experiencing a small #outage in #sono caused by a squirrel,Squirrel,Norwalk,OH,United States,https://twitter.com/SNEWCT/status/1009476878426628098,Y,-,-,,,,,
2018-06-20,"Crews will be heading to an outage affecting 11,000 customers in the",Animal,Canoe,BC,United States,https://twitter.com/bchydro/status/1008941961561149440,Y,11000,-,,,,,
2018-06-20,Animal causes massive power outage in Genesee County,Animal,Linden,MI,United States,http://www.wnem.com/story/38467875/breaking-nearly-10000-customers-without-power-near-genesee-county,Y,10000,180,,,,,
2018-06-20,Snake causes thousands in South Carolina to lose power,Snake,North Myrtle Beach,SC,United States,http://wpde.com/news/local/over-4000-without-power-in-barefoot-landing-area,Y,4800,60,,,,,
2018-06-20,Power restored in Lawrence County after snake damages breaker,Snake,Walnut Ridge,AK,United States,http://www.kait8.com/story/38472881/power-restored-in-lawrence-county-after-snake-damages-breaker,Y,3200,-,,,,,
2018-06-19,Squirrel Causes Hour of Power Outage in Downtown Madison,Squirrel,Madison,IN,United States,https://wkmnews.com/squirrel-causes-hour-of-power-outage-in-downtown-madison/,Y,-,-,,,,,
2018-06-18,"Bird causes almost 1,500 to lose power in Chico",Bird,Chico,CA,United States,http://krcrtv.com/news/butte-county/bird-causes-almost-1500-to-lose-power-in-chico,Y,1500,21,,,,,
2018-06-17,Two squirrels were the cause of an outage this morning in Richardson County. All power is restored. May they Rest In Peace,Squirrel,Falls City,NB,United States,https://twitter.com/OPPDCares/status/1008371641963962368,Y,-,-,,,,,
2018-06-17,"Power restored to 6,500 customers in Keswick, East Gwillimbury, Bradford",Bird,Keswick,BC,Canada,https://www.yorkregion.com/news-story/8669381-update-power-restored-to-6-500-customers-in-keswick-east-gwillimbury-bradford/,Y,6500,60,,,,,
2018-06-15,All have been restored.  Outage caused by raccoon that got into the substation,Raccoon,Evensville,IN,United States,https://twitter.com/VectrenStorm/status/1007479490405195777,Y,1207,-,,,,,
2018-06-14,"Squirrel blamed for power outage that affected Hermitage, Sharon",Squirrel,Hermitage,PN,United States,http://www.sharonherald.com/news/squirrel-blamed-for-power-outage-that-affected-hermitage-sharon/article_c66cbe55-33be-53cf-b2bf-bdb34b0634f8.html,Y,2039,-,,,,,
2018-06-14,"CONNECTICUT SQUIRREL CAUSES POWER OUTAGE TO 1,300 CUSTOMERS",Squirrel,Fairfield,CT,United States,http://kicks1055.com/squirrel-causes-power-outage-to-1300-customers/,Y,1300,60,,,,,
2018-06-14,Rat blamed for causing extended power outage,Rat,Kapilina Beach,HI,United States,http://www.staradvertiser.com/2018/06/14/breaking-news/rat-blamed-for-causing-extended-power-outage/,Y,,,,,,,
2018-06-13,"The cause was, unfortunately, a small animal in the substation",Animal,,TX,United States,https://twitter.com/CoServ_Energy/status/1006900200307191809,Y,-,-,,,,,
2018-06-13,Raccoon causes power outage in Lampasas,Raccoon,Lampasas,TX,United States,http://www.kxxv.com/story/38416267/raccoon-causes-power-outage-in-lampasas,Y,-,75,,,,,
2018-06-12,"Power restored in western Lynchburg, Forest after bird incident",Bird,Lynchburg,VA,United States,http://www.newsadvance.com/news/local/bird-knocks-out-power-to-in-western-lynchburg-forest/article_5b6c9c4e-6e54-11e8-aebf-6fe60dbdba1e.html,Y,2400,60,,,,,
2018-06-12,Amherst power outage caused by squirrel,Squirrel,Amherst,MA,United States,http://www.wwlp.com/news/local-news/hampshire-county/more-than-2-000-without-power-in-amherst-pelham/1233938725,Y,2000,40,,,,,
2018-06-12,Thousands without power in Forest due to a bird,Bird,Forest,VA,United States,http://wset.com/news/local/thousands-without-power-in-forest-due-to-a-bird,Y,2000,-,,,,,
2018-06-11,Animal contact at a local substation disrupted the power feed to several circuits Sunday. Power was restored in about 45 minutes. 2/2,Animal,Augusta,ME,United States,https://twitter.com/cmpco/status/1006186285822894080,Y,-,-,,,,,
2018-06-11,All power in #Kissimmee was restored at 8:54 a.m. Outage cause: squirrel. The squirrel did not survive.,Squirrel,Kissimmee,FL,United States,https://twitter.com/KUAdirect/status/1005799342958153728,Y,-,-,,,,,
2018-06-11,Curious raccoon sparks grass fire in Weber County,Raccoon,Riverdale,UT,United States,http://fox13now.com/2018/06/11/curious-raccoon-sparks-grass-fire-in-weber-county/,Y,-,-,,,,,
2018-06-10,Bird causes power outage in New Taipei City ,Bird,New Taipei City ,,Tawain,https://www.taiwannews.com.tw/en/news/3453385,Y,26000,33,,,,,
2018-06-08,Power restored to Janesville's northeast side,Squirrel,Janesville,WI,United States,http://www.gazettextra.com/no_meter/update-power-restored-to-janesville-s-northeast-side/article_059df6d4-8d48-5d27-90fb-5d552ca9a648.html,Y,1644,60,,,,,
2018-06-07,The power was restored at 7:48 AM today and was caused by a squirrel,Squirrel,Moorhead,MN,United States,https://twitter.com/mpsutility/status/1004725124162048001,Y,,,,,,,
2018-06-06,Squirrel knocks out power in Whitefish,Squirrel,Whitefish,MT,United States,http://www.kpax.com/story/38341507/squirrel-knocks-out-power-in-whitefish,Y,-,-,,,,,
2018-06-06,GEPB power outage due to bird that tripped circuit breaker,Bird,Glasgow,KY,United States,http://www.glasgowdailytimes.com/news/gepb-power-outage-due-to-bird-that-tripped-circuit-breaker/article_7819a5de-69a5-11e8-bdad-138efe6581d0.html,Y,563,33,,,,,
2018-06-06,171 customers affected by an outage on Shuswap Road across the river from Dallas,Bird,Dallas,TX,United States,https://cfjctoday.com/article/623665/power-outages-hit-aberdeen-and-shuswap-road,Y,171,90,,,,,
2018-06-05,The outage in Meadowcreek Subdivision has been restored. The cause was animal contact.,Animal,Bryan,TX,United States,https://twitter.com/BTU_BryanTX/status/1004156512992940033,Y,,,,,,,
2018-05-28,Hundreds of homes left without power after 'bird hits cable,Bird,Abergele,,England,https://www.dailypost.co.uk/news/hundreds-homes-left-without-power-14715075,Y,200,-,,,,,
2018-05-28,Snake causes over 4000 in Knoxville to lose power,Snake,Knoxville,TN,United States,http://www.wate.com/news/local-news/snake-causes-over-4000-in-knoxville-to-lose-power/1204292565,Y,,,,,,,
2018-05-26,All Capital region elec customers have been restored from earlier this morning. A squirrel was the cause of the outage,Squirrel,Lexington,MA,United States,,Y,-,-,,,,,
2018-05-25,One Squirrel Takes Out Power in Downtown Akron This Morning,Squirrel,Akron,OH,United States,https://www.clevescene.com/scene-and-heard/archives/2018/05/25/one-squirrel-takes-out-power-in-downtown-akron-this-morning,Y,350,30,,,,,
2018-05-24,"Area outage in Reading on Hillside RD, Longfellow Rd, Weston Rd, Parkview Squirrel got into the transformer we are on scene ETR: 30 min",Squirrel,,,United States,https://twitter.com/readinglight/status/999604881467035653,Y,-,-,,,,,
2018-05-24,Raccoon causes brief overnight power outage in Billings,Raccoon,Billings,MT,United States,http://billingsgazette.com/news/local/raccoon-causes-brief-overnight-power-outage-in-billings/article_251ce397-8acc-5650-a1dd-7574499bab29.html,Y,4700,60,,,,,
2018-05-23,Power has been restored in Williamson County. A squirrel was the cause of the outage this morning,Squirrel,Williamson,TN,United States,https://twitter.com/MidTnElectric/status/999281365051994112,Y,-,-,,,,,
2018-05-23,Squirrel knocks out power during Lexington rush hour,Squirrel,Lexington,KY,United States,http://www.wkyt.com/content/news/Large-power-outage--483435591.html,Y,3000,60,,,,,
2018-05-23,Snake causes power outage in Huntersville,Snake,Huntersville,NC,United States,https://www.wcnc.com/article/news/snake-causes-power-outage-in-huntersville/275-557572382,Y,1900,540,,,,,
2018-05-23,"Bird's nest fire, down power line caused electrical fires at Cape Girardeau businesses",Bird,Cape Girardeau,MO,United States,http://www.kfvs12.com/story/38259334/birds-nest-fire-down-power-line-caused-electrical-fires-at-cape-girardeau-businesses,Y,600,-,,,,,
2018-05-22,Raccoon causes power outage at Troy City Hall,Raccoon,Troy,NY,United States,http://www.news10.com/news/local-news/raccoon-causes-power-outage-at-troy-city-hall/1192242401,Y,-,-,,,,,
2018-05-19,"Squirrel caused power outage to more than 5,000 customers in NE ABQ, PNM says",Squirrel,Albuquerque,NM,United States,http://www.koat.com/article/squirrel-caused-power-outage-to-more-than-5-000-customers-in-ne-abq-pnm-says/20758587,Y,5000,1200,,,,,
2018-05-18,We are still on site making repairs to damaged caused by an animal coming in contact with electrical equipment,Animal,,MA,United States,https://twitter.com/EversourceMA/status/999052670450196480,Y,-,-,,,,,
2018-05-18,Squirrel interference leaves thousands without power in west Columbus,Squirrel,Columbus,OH,United States,https://www.10tv.com/article/squirrel-interference-leaves-thousands-without-power-west-columbus,Y,3348,-,,,,,
2018-05-18,Raccoon causes power outage in Boardman,Raccoon,Boardman,OH,United States,http://www.wkbn.com/news/local-news/power-outage-in-boardman/1186723597,Y,1893,120,,,,,
2018-05-17,Squirrel is apparent cause for power outage at Byron High School,Squirrel,Byron,NE,United States,http://www.communitynewscorp.com/main.asp?SectionID=1&SubSectionID=94&ArticleID=13196,Y,-,-,,,,,
2018-05-17,"Power outage caused by squirrel affects more than 5,800 customers in Berkeley",Squirrel,Berkeley,CA,United States,http://www.dailycal.org/2018/05/16/power-outage-affects-5800-customers-berkeley/,Y,5800,180,,,,,
2018-05-17,"Squirrel cuts power to over 3,500 people in Penobscot County",Squirrel,Portland,ME,United States,http://wgme.com/news/local/squirrel-cuts-power-to-over-3500-people-in-penobscot-county,Y,3500,240,,,,,
2018-05-16,snake caused a power outage Wednesday morning at Clemson University,Snake,Clemson,SC,United States,http://www.wyff4.com/article/snake-slithers-onto-substation-power-lines-knocks-out-power-at-clemson/20718162,Y,5000,-,,,,,
2018-05-15, Mischievous Squirrel Caused a Huge Power Outage at a Florida Theme Park,Squirrel,Tampa,FL,United States,http://www.travelandleisure.com/travel-news/squirrel-causes-massive-power-outage-busch-gardens-tampa-bay,Y,-,-,,,,,
2018-05-15,A foraging Cuban tree frog in search of its next meal came in contact with high voltage electrical equipment,Frog,Kissimmee,FL,United States,https://twitter.com/KUAdirect/status/994923286223114241,Y,-,-,,,,,
2018-05-15,Power outages Sunday night were caused by a squirrel.,Squirrel,BLACKSBURG,NC,United States,https://www.goblueridge.net/news/38717-power-issues-sunday-night-caused-by-squirrel,Y,3000,-,,,,,
2018-05-14,Squirrel causes Petoskey power outage,Squirrel,Petoskey,MI,United States,https://www.petoskeynews.com/blue/updated-squirrel-causes-petoskey-power-outage/article_9bc106ee-5776-11e8-b226-935fcd096e58.html,Y,3000,60,traffic lights,,,,
2018-05-10,We show a squirrel chewed the line on Saturday causing the outage.,Squirrel,Atlanta,GA,United States,https://twitter.com/GeorgiaPower/status/993453746045767680,Y,-,-,,,,,
2018-05-09,"For second time in two weeks, Saugus power plant knocked offline by a raccoon",Raccoon,Saugus,MA,United States,https://www.universalhub.com/2018/second-time-two-weeks-saugus-power-plant-knocked,Y,-,-,,,,,
2018-05-09,Possum Causes Power Outage In Nashville,Possum,Nashville,TN,United States,https://www.newschannel5.com/news/possum-causes-power-outage-in-nashville,Y,3000,,,,,,
2018-05-07,All ~7 customers have been restored as of 10:22 am. The outage was caused by a squirrel.,Squirrel,Kingston,NH,United States,https://twitter.com/Unitil/status/993489142146355200,Y,7,-,,,,,
2018-05-04,"Bird flies in gasoline truck, causing driver to strike power poles",Bird,Bourne,MA,United States,http://www.kalb.com/content/news/Bird-flies-in-gasoline-truck-causing-driver-to-strike-power-poles-481665571.html,Y,-,-,,,,,
2018-05-02,Hawk on power lines caused large Bend outage,Bird,Bend,OR,United States,http://www.ktvz.com/news/hawk-on-power-lines-caused-large-bend-outage/737104320,Y,11000,-,,,,,
2018-04-30,animal made contact with the equipment,Animal,Louisville,KY,United States,https://twitter.com/AEPOhio/status/990977830627495936,Y,-,-,,,,,
2018-04-30,North Reserve power outage blamed on animal interference,Animal,Missoula,MT,United States,http://www.kpax.com/story/38079326/north-reserve-power-outage-blamed-on-animal-interference,Y,4000,-,,,,,
2018-04-22,nimal made contact at the Devon Street Transformer Station ,Animal,Stratford,,Canada,https://www.mystratfordnow.com/50774/stratford-left-in-the-dark-during-massive-power-outage/,Y,8000,-,,,,,
2018-04-20,Snake gets into transformer,Snake,Homossa,FL,United States,http://www.chronicleonline.com/news/local/snake-gets-into-transformer-knocks-out-power-to-about/article_8442187c-44b7-11e8-8102-336e4506e01c.html,Y,110,-,,,,,
2018-04-18,Utility blames power outage on squirrel nibbling wires,Squirrel,FAIRFIELD,CT,United States,http://connecticut.news12.com/story/37983481/uimore-than-1000without-power-in-fairfield,Y,1100,-,,,,,
2018-04-15,Bird caused sky to light up,Bird,Kelowna,BC,Canada,https://www.castanet.net/news/Kelowna/223749/Bird-caused-blue-lights,Y,-,-,,,,,
2018-04-14,Woodpecker holes topple PG&E power pole,Bird,Auburn,CA,United States,http://www.auburnjournal.com/article/4/14/18/woodpecker-holes-topple-pge-power-pole,Y,-,-,,,,,
2018-04-12,"Raccoon knocks out power to 43,000 Knoxville Utilities Board customers",Raccoon,Knoxville,TN,United States,https://www.knoxnews.com/story/news/local/2018/04/12/raccoon-knocks-out-power-43-000-knoxville-utilities-board-customers/511775002/,Y,44000,120,,,,,
2018-04-11,Squirrel chews power line,Squirrel,Kelowna,BC,Canada,https://www.castanet.net/news/Kelowna/223486/Squirrel-chews-power-line,Y,5000,180,,,,,
2018-04-10,Power restored after squirrel causes New Haven outage,Squirrel,New Haven,IN,United States,http://www.wane.com/news/local-news/3400-without-power-in-new-haven/1115647657,Y,3400,,,,,,
2018-04-09,"Bird knocks out power to 11,000 in Callaway, Springfield",Bird,Callaway,FL,United States,http://www.newsherald.com/news/20180409/bird-knocks-out-power-to-11000-in-callaway-springfield,Y,4000,,,,,,
2018-04-06,Squirrel in substation sparks Vernon power outage,Squirrel,Vernon,NJ,United States,https://parkbench.com/news/squirrel-in-substation-sparks-vernon-power-outage,Y,1170,40,,,,,
